group	Agathobacter	Collinsella	Enterocloster	Anaerobutyricum	Bariatricus	Holdemanella	Blautia_A	Dorea	Eubacterium_I	Coprococcus_A	Faecalibacterium	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Collinsella	Bariatricus	Blautia_A	Dorea
Healthy	0.28056	0	0.00741	0	0	0	0	0	0.03562	0	17.8385	0.28056	0.03449	5.61169	0.13755	0.00741	0	0	0	0
Healthy	7.1531	0	0.70374	0.27156	0.54786	0	0.30499	0.27393	0	0.10927	3.62159	7.1531	1.04447	1.87307	0.9731	0.70374	0	0.54786	0.30499	0.27393
D009765	18.2966	0	0.23414	0.18283	0	0	0.03064	0.14919	0	0	0	18.2966	0	1.47313	0.54762	0.23414	0	0	0.03064	0.14919
Healthy	2.66133	0.95473	0.0099	1.38983	0.65662	1.82984	0.94119	0.42065	1.02849	0.22407	25.6386	2.66133	0	0.08221	0.59747	0.0099	0.95473	0.65662	0.94119	0.42065
Healthy	1.01921	1.05088	0	0.88429	0	0	0.33446	0.39779	0.02796	0	2.95742	1.01921	0	0.55408	0.24852	0	1.05088	0	0.33446	0.39779
Healthy	7.46586	2.79408	0.39686	0.24945	0	0	0.44033	0.11086	0	0	2.04914	7.46586	7.89261	0.90349	0.12449	0.39686	2.79408	0	0.44033	0.11086
D009765	6.01843	0	1.34851	0	0.6235	0	0	0	0	0	1.68003	6.01843	4.8755	0.26997	0.91408	1.34851	0	0.6235	0	0
Healthy	0.59629	0	1.2324	1.35625	0.93931	0	0.4218	0	0.07907	0.57328	10.5953	0.59629	1.51624	2.0721	0.17713	1.2324	0	0.93931	0.4218	0
Healthy	0	0	1.74283	0.21971	2.39375	0	0.95731	0	0	0	1.71266	0	32.483	0	1.3753	1.74283	0	2.39375	0.95731	0
D009765	29.3752	2.22901	1.16555	1.13427	1.58939	0.38497	0.51888	0.38072	0.19129	0.38367	10.2335	29.3752	9.87957	7.29019	0.0083	1.16555	2.22901	1.58939	0.51888	0.38072
Healthy	0	0	0.04792	0.22783	0.27856	0	0.11705	0.09402	0	0.30803	9.69365	0	0.06731	1.56469	0.29736	0.04792	0	0.27856	0.11705	0.09402
Healthy	9.68422	0.55142	0.69794	0.11749	0.16818	0	0.28329	0.21763	0.10282	0.52198	4.9751	9.68422	0.00042	1.56484	0.06039	0.69794	0.55142	0.16818	0.28329	0.21763
Healthy	7.88167	2.04615	0	0	0	0	0	0	0	0	45.6278	7.88167	4.36137	2.16504	0.80755	0	2.04615	0	0	0
Healthy	3.53974	0	0.12932	0.28134	0.25267	0.87324	0.12093	0.10665	0	0	0.96581	3.53974	0.06202	3.05739	0.12507	0.12932	0	0.25267	0.12093	0.10665
Healthy	11.183	0	0	0	0	0	0	0	0	0	0	11.183	0	3.44115	0	0	0	0	0	0
Healthy	0	0	0.36578	0.4263	0.10479	0	0.13061	0.16076	0	0	0	0	0	0	0.99151	0.36578	0	0.10479	0.13061	0.16076
Healthy	10.2666	1.12483	2.84767	3.14218	0.91284	0	0.54876	1.97697	0.54501	0	4.62895	10.2666	11.3365	7.15093	2.62093	2.84767	1.12483	0.91284	0.54876	1.97697
Healthy	1.83243	0	0	2.63855	0	0	0	0	0	0	1.06426	1.83243	7.33099	0	0	0	0	0	0	0
D009765	1.50116	4.40535	0	0.47801	0.36055	0.53356	0.69636	0.22044	0.06666	0.62654	12.1651	1.50116	0	0.25734	4.80865	0	4.40535	0.36055	0.69636	0.22044
Healthy	5.57702	0	1.86496	0.74748	0.33161	0	0.22425	0	0.00943	0.25736	9.97333	5.57702	1.49798	1.22439	0.05642	1.86496	0	0.33161	0.22425	0
Healthy	1.48845	0.75056	5.58976	0.86308	0	0	0.14579	0.52977	0	0	0.2403	1.48845	0.00316	3.94938	0.09697	5.58976	0.75056	0	0.14579	0.52977
Healthy	1.66805	0	0.09186	0	0	0	0.20394	0.10167	0	0	1.79676	1.66805	0	0.99219	0.25434	0.09186	0	0	0.20394	0.10167
Healthy	0.81814	0	0.00267	0	0	0	0	0.00415	0	0	1.62245	0.81814	0	0	0.15125	0.00267	0	0	0	0.00415
Healthy	0.89611	0	0	0	0	0	0	0.01433	0	0	1.62754	0.89611	0	0	0.19733	0	0	0	0	0.01433
Healthy	2.13187	0.22265	0.01418	0.04057	0.08054	0	0.09705	0	0	0.01526	4.70666	2.13187	0.69164	0.83003	0.12017	0.01418	0.22265	0.08054	0.09705	0
Healthy	4.02246	0.41176	2.4429	0.86436	0.73294	2.49457	0.54442	0.35703	0.32539	0.35546	4.87308	4.02246	4.60894	0.97013	2.48504	2.4429	0.41176	0.73294	0.54442	0.35703
Healthy	0	0	0	0	0	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0
D009765	1.82629	4.26315	2.84597	0.61265	0.90828	2.30831	1.09912	1.53397	0.11917	0.61736	16.1893	1.82629	0.23456	3.22567	0.10191	2.84597	4.26315	0.90828	1.09912	1.53397
Healthy	0	0	0	0	0	0	0	0	0	0	7.63655	0	0.44254	1.73259	0	0	0	0	0	0
Healthy	2.31189	0	0.89815	0.52926	0.71316	0.75394	0.2151	0.05786	0.21397	0.13408	10.2581	2.31189	1.75271	7.20143	0.31529	0.89815	0	0.71316	0.2151	0.05786
Healthy	0	0.68492	0	0	0	0	0	0	0	0	0	0	0	0	0.26401	0	0.68492	0	0	0
Healthy	3.23148	0	0.11429	0.3707	0.27323	0.87277	0.13837	0.09434	0.01135	0.05346	1.97641	3.23148	0.02299	3.15181	0.19689	0.11429	0	0.27323	0.13837	0.09434
Healthy	0.3356	0.94487	0.19173	0.14344	0.15909	0	1.10363	0.10788	0	0.16101	0.59619	0.3356	6.28787	0.38738	0.01134	0.19173	0.94487	0.15909	1.10363	0.10788
Healthy	5.21351	0.2099	1.28746	1.24667	1.35017	7.39926	1.30232	0.55255	0.68793	0.23982	7.37514	5.21351	8.56068	4.80582	0.95629	1.28746	0.2099	1.35017	1.30232	0.55255
Healthy	2.24135	0.24642	0.06513	0.32494	1.5029	0	0.16274	0.11507	0.08164	0.21508	6.93553	2.24135	0.00025	3.39701	0.00577	0.06513	0.24642	1.5029	0.16274	0.11507
Healthy	0.97179	0	0.16939	0.57133	0.13522	0	0.22865	0.30483	0.19013	0.0243	2.75222	0.97179	0	0.71219	1.33471	0.16939	0	0.13522	0.22865	0.30483
Healthy	1.75764	0	0.02739	0	0	0	0	0	0	0	0.08666	1.75764	0	0	0.3709	0.02739	0	0	0	0
Healthy	2.63843	0.00624	0	0.01438	0	0	0.11329	0.02073	0.03136	0.02012	3.82459	2.63843	0	7.41354	0.186	0	0.00624	0	0.11329	0.02073
D009765	8.23696	0.06035	0.15015	0.08522	0.03378	0.15585	0.08057	0.04652	0	0	1.59256	8.23696	0.57712	0.52532	0.20846	0.15015	0.06035	0.03378	0.08057	0.04652
Healthy	3.12724	0.14805	0.27248	0.55981	0.44211	1.78644	0.25	0.2295	0.00419	0.26371	5.60942	3.12724	0	0.4473	1.94923	0.27248	0.14805	0.44211	0.25	0.2295
Healthy	0.54401	0.1252	0.10873	0	0.01071	0	0.03797	0	0	0	7.41268	0.54401	0.33221	0.6638	0.0569	0.10873	0.1252	0.01071	0.03797	0
Healthy	2.21295	0.0274	0.03366	0.08542	0.0242	0.04892	0.1054	0.076	0.01196	0.02109	2.95617	2.21295	2.74794	13.96922	0.02809	0.03366	0.0274	0.0242	0.1054	0.076
Healthy	1.51459	0	0.00693	0	0.00262	0	0.02239	0.00366	0	0	4.37354	1.51459	1.78927	0.92447	0.19827	0.00693	0	0.00262	0.02239	0.00366
Healthy	5.27794	0.25238	0.36372	0	0.04335	0	0.1772	0.02595	0	0	3.01066	5.27794	0.62582	1.789	0.14346	0.36372	0.25238	0.04335	0.1772	0.02595
Healthy	4.55373	0.19768	0.1994	0.43756	0.12288	0.34681	0.13712	0.1438	0.266	0.20903	8.23542	4.55373	0.08425	2.0859	0.12535	0.1994	0.19768	0.12288	0.13712	0.1438
Healthy	1.41998	0.19603	0.01884	0.05382	0.00882	0	0.02416	0.00477	0	0	1.9311	1.41998	1.01705	1.1112	0.61134	0.01884	0.19603	0.00882	0.02416	0.00477
Healthy	47.0518	0	0	0	0	0	0	0	0	0	0	47.0518	0	0	0	0	0	0	0	0
Healthy	0.5399	0.12508	0.98099	0.05519	0.06797	0	0.47968	0.12845	0	0.23397	1.36853	0.5399	19.7259	0.06739	0.09917	0.98099	0.12508	0.06797	0.47968	0.12845
Healthy	0	0	1.98775	0	0	0	0	0	0	0	5.40469	0	0.84027	0.05581	0.18913	1.98775	0	0	0	0
D009765	27.3691	1.94967	1.98043	0.57046	1.7491	0	0.41432	0.41169	1.13941	1.02495	13.5351	27.3691	5.3258	2.43589	1.1595	1.98043	1.94967	1.7491	0.41432	0.41169
Healthy	48.0839	0.3283	0	1.67583	0.05877	0	1.23863	0.05553	0	0	2.1394	48.0839	0	0.2527	8.37429	0	0.3283	0.05877	1.23863	0.05553
Healthy	2.27708	0.07502	0	0	0.0615	0	0.00965	0.01637	0	0	3.88558	2.27708	0.1503	1.66205	0.56574	0	0.07502	0.0615	0.00965	0.01637
Healthy	0	2.25101	2.30524	0	0	0	0	0.75535	0	0	21.8773	0	0	0	0.70934	2.30524	2.25101	0	0	0.75535
Healthy	1.28064	0.17215	0.04748	0.0149	0	0	0.01188	0.00152	0	0.01492	1.83702	1.28064	2.16782	0.18938	0.14048	0.04748	0.17215	0	0.01188	0.00152
D009765	1.03243	0.24013	0.22306	0.74062	0.97417	3.56613	0.16823	0.22693	0.15167	0.15005	4.77033	1.03243	0.02759	5.07369	0.14264	0.22306	0.24013	0.97417	0.16823	0.22693
Healthy	1.18111	0.16663	0.03053	0.00785	0	0	0	0.00965	0	0.02007	1.65197	1.18111	1.90643	0.14892	0.05732	0.03053	0.16663	0	0	0.00965
Healthy	0	0	2.52228	0	0	0	0	0	0	0	2.39217	0	0	0	1.22268	2.52228	0	0	0	0
Healthy	0.04312	0.08076	0.5643	0.50034	0.52109	0.34587	0.28222	0.31416	0.06487	0.15004	3.89802	0.04312	2.70835	1.59403	0.01427	0.5643	0.08076	0.52109	0.28222	0.31416
Healthy	3.18029	1.21269	0.86082	0.18202	0.10869	0	0.41153	0.17443	0.04288	0	2.31697	3.18029	1.22257	0.54121	0.02054	0.86082	1.21269	0.10869	0.41153	0.17443
Healthy	10.061	0	1.03473	2.48377	0	0	0.51889	0.27654	0	0	1.44011	10.061	0	4.97527	1.82302	1.03473	0	0	0.51889	0.27654
Healthy	3.11962	0	1.53098	0.11666	1.03329	0.67172	0.2342	0	0.086	0.05972	6.3115	3.11962	0.08646	0.07753	0.01966	1.53098	0	1.03329	0.2342	0
Healthy	0.35832	0.0213	0.25819	0.31959	0.27533	0	0.10332	0.16261	0.03979	0.06218	1.27026	0.35832	3.88725	1.84098	2.27525	0.25819	0.0213	0.27533	0.10332	0.16261
Healthy	12.5636	0.01587	1.51206	0.55046	0.37923	0.22609	0.15908	0.22006	0	0.03072	1.04945	12.5636	5.80751	3.09981	1.09506	1.51206	0.01587	0.37923	0.15908	0.22006
D009765	5.09558	0	0.01325	0.72292	0.93099	0	0.23874	0	0	0	0.13365	5.09558	6.1704	0.21362	1.27584	0.01325	0	0.93099	0.23874	0
Healthy	9.60091	0	0.972	1.1336	1.64603	0	5.37221	0	0.04684	0.18318	1.00623	9.60091	0	0	1.35558	0.972	0	1.64603	5.37221	0
D009765	6.96368	0.25004	0.8356	0.01268	0.27207	0.57656	0.14432	0.10004	0.00228	0.02451	3.09618	6.96368	0.865	5.25418	0.95444	0.8356	0.25004	0.27207	0.14432	0.10004
Healthy	0	0	6.15282	0	0.00384	0	0.02896	0.04431	0	0	3.30648	0	0.70089	0	0.02318	6.15282	0	0.00384	0.02896	0.04431
Healthy	10.3699	0.03795	0.18495	0.42697	0.07297	0.23711	0.18537	0.0306	0.02456	0.1063	5.06823	10.3699	8.77603	5.17092	0.4601	0.18495	0.03795	0.07297	0.18537	0.0306
Healthy	3.03591	1.39904	0.76528	1.49807	0.13025	1.85544	0.55032	1.08943	0.67588	0.04526	0.52082	3.03591	1.82214	2.20209	0.04145	0.76528	1.39904	0.13025	0.55032	1.08943
Healthy	0.12776	0.03553	0.37815	0	0.0447	0	0	0.02797	0	0	3.3887	0.12776	0.49023	0.27064	0.34126	0.37815	0.03553	0.0447	0	0.02797
Healthy	3.26444	0.61709	0.16771	0.07888	0.07089	0	0.07468	0.0024	0	0.0247	0.85137	3.26444	4.59896	0.44431	0.21306	0.16771	0.61709	0.07089	0.07468	0.0024
Healthy	11.1805	0	2.46612	0.23025	1.8332	0	1.05007	0.19875	0.2437	0.71681	4.86861	11.1805	11.8665	7.91041	0.27185	2.46612	0	1.8332	1.05007	0.19875
Healthy	1.88349	0	0.04194	0	0	0	0	0	0	0	0.07268	1.88349	0	0	0.40157	0.04194	0	0	0	0
Healthy	1.54646	0.27075	3.60054	0.87595	0.04335	0	0.93751	0.07645	0	0.19342	1.73479	1.54646	0	0.17192	0.02418	3.60054	0.27075	0.04335	0.93751	0.07645
D009765	1.86289	1.69102	2.37555	2.08139	2.24884	4.54413	3.13086	1.40888	0.22203	0.17073	8.87763	1.86289	0.14317	4.91016	0.62481	2.37555	1.69102	2.24884	3.13086	1.40888
Healthy	0.57836	0.33736	1.94007	1.92324	1.47173	4.85785	0.61328	0.58717	0.1566	0.33316	2.78321	0.57836	0.04277	0.32495	0.54732	1.94007	0.33736	1.47173	0.61328	0.58717
Healthy	11.7496	0.01622	0.12579	0.49045	0.98483	0.33164	0.4905	0.35691	0.21746	0.26052	2.27947	11.7496	0.0129	2.94172	0.39693	0.12579	0.01622	0.98483	0.4905	0.35691
Healthy	0	0.00959	2.07739	0	0	0	0	0.25498	0	0	0.32214	0	0	0	0.01567	2.07739	0.00959	0	0	0.25498
Healthy	0	1.30639	0.58804	2.19926	0.25962	0	1.04498	1.0834	0.05404	0	4.52892	0	0	0.35849	1.8385	0.58804	1.30639	0.25962	1.04498	1.0834
Healthy	2.68949	0.6486	1.24332	1.88852	0.71059	0	0.42969	0.26426	0.14806	0	4.19009	2.68949	0.03097	2.48071	4.3974	1.24332	0.6486	0.71059	0.42969	0.26426
Healthy	13.0214	0	0.30162	0.70969	1.34326	0.88814	0.85682	0.42851	0.12778	0.12521	4.1991	13.0214	9.93014	3.84462	0.40332	0.30162	0	1.34326	0.85682	0.42851
Healthy	0.38463	0.288	0.06216	0	0.09642	0	0	0	0	0.013	3.36544	0.38463	0	1.30618	0.32633	0.06216	0.288	0.09642	0	0
Healthy	0	0.28648	0.10631	0.02432	0	0	0.00253	0	0	0	0.37723	0	0	0.01806	0.00485	0.10631	0.28648	0	0.00253	0
Healthy	23.7081	0	0.24258	1.20471	0.32561	0	0.88183	1.29949	0.54841	0.10002	4.40797	23.7081	7.44441	2.48027	0.93831	0.24258	0	0.32561	0.88183	1.29949
Healthy	37.3925	0.8974	0.77587	1.26348	0.87809	0	0.50679	0.34333	0.41752	0	4.61533	37.3925	16.8811	0.12522	0.18417	0.77587	0.8974	0.87809	0.50679	0.34333
Healthy	0.72075	2.26472	0	0	0	0	0.04847	0.06204	0	0.49869	1.7476	0.72075	7.94153	0	0	0	2.26472	0	0.04847	0.06204
Healthy	0.63238	0.19782	0.14336	0.00541	0.06856	0	0.01391	0.00362	0	0	4.22361	0.63238	0	0.70223	0.02434	0.14336	0.19782	0.06856	0.01391	0.00362
Healthy	0.44844	0.00371	0.08479	0.01783	0.02488	0	0.06177	0	0.01254	0	10.3419	0.44844	0.0495	1.16056	1.11009	0.08479	0.00371	0.02488	0.06177	0
Healthy	3.55951	0	0.05804	0.05075	0	0	0.00933	0	0	0	2.24256	3.55951	1.08845	1.14485	0.04735	0.05804	0	0	0.00933	0
Healthy	10.982	0	0.35763	0.06463	0.51122	0.31427	0.07589	0.12687	0.02891	0.20922	3.03284	10.982	0.62859	3.14109	0.83172	0.35763	0	0.51122	0.07589	0.12687
D009765	1.24847	0.12385	0.69733	0.05013	0.19065	0.25848	0.0288	0.12016	0	0.00288	1.32832	1.24847	0.7606	0.81008	0.51909	0.69733	0.12385	0.19065	0.0288	0.12016
Healthy	1.38531	0	0.01665	0	0.04948	0	0.03818	0	0	0	4.37322	1.38531	1.84255	0.90714	0.19422	0.01665	0	0.04948	0.03818	0
Healthy	5.16554	0	0.16884	0.43778	1.09845	0	0.22547	0.03394	0	0.00316	1.76952	5.16554	6.96807	0.31489	0.52522	0.16884	0	1.09845	0.22547	0.03394
Healthy	0	0	7.03574	0	0	0	0	0	0	0	0	0	0	0	0	7.03574	0	0	0	0
Healthy	8.45367	0	1.02445	0.15065	0.79282	0	1.06418	0	1.1855	0	6.49705	8.45367	4.62659	1.49103	0.11687	1.02445	0	0.79282	1.06418	0
Healthy	7.34455	0.05092	0.24443	1.61422	0	0.4646	0.31912	0	0.03074	0.06238	6.10433	7.34455	1.7857	1.21308	0.00952	0.24443	0.05092	0	0.31912	0
Healthy	1.49754	0.5224	2.26211	0.42701	2.11081	1.50607	0.57489	0.44794	0.09222	0.22033	5.21195	1.49754	10.0477	3.01635	0.01575	2.26211	0.5224	2.11081	0.57489	0.44794
D009765	3.74088	0	0.21097	1.38859	1.02326	0	0.67697	1.32447	0.09828	0.18818	0.08634	3.74088	0.8385	7.56386	1.15115	0.21097	0	1.02326	0.67697	1.32447
Healthy	1.3154	0	0.14554	0.45921	0.3896	0.79262	0.51089	0.14707	0.0659	0.04877	1.45434	1.3154	0.03853	2.17633	2.37779	0.14554	0	0.3896	0.51089	0.14707
Healthy	3.24175	0.58973	0	0	0	0	0	0.15618	0.19246	0	0.7743	3.24175	0	0.24015	0.02422	0	0.58973	0	0	0.15618
D009765	5.77389	7.9555	1.7121	1.04689	1.30301	0	4.1824	2.33332	0.02714	0.39003	10.9654	5.77389	0.04478	2.84679	2.2669	1.7121	7.9555	1.30301	4.1824	2.33332
Healthy	4.97536	0	0.41061	2.90632	6.03839	0	2.25875	0.16875	3.51216	0.58903	5.46909	4.97536	5.91183	1.3775	1.05523	0.41061	0	6.03839	2.25875	0.16875
Healthy	0.03177	0.21436	0.55998	0.23005	0	0.24876	0.11271	0.11999	0	0.1116	8.02322	0.03177	0	0.04347	0.00569	0.55998	0.21436	0	0.11271	0.11999
D009765	12.4674	2.95382	1.37613	0.467	0.69756	0	0.23742	2.02098	0.35066	0.21534	4.68355	12.4674	2.01909	2.22059	0.20666	1.37613	2.95382	0.69756	0.23742	2.02098
Healthy	0	0	0.00727	0.01826	0	0	0.03249	0.07933	0	0	5.64274	0	0	0.05265	0.15603	0.00727	0	0	0.03249	0.07933
Healthy	2.92391	0.2337	0.11993	0.15293	0.12983	0	0.06996	0.17061	0.06007	0.03378	1.83965	2.92391	0	0.81046	0.02938	0.11993	0.2337	0.12983	0.06996	0.17061
Healthy	2.79805	0	0	0	0	0	0.15278	0.03921	0.03052	0	3.89811	2.79805	0	7.26436	0.10658	0	0	0	0.15278	0.03921
Healthy	2.10373	0	0.76089	0.06896	0.05733	0	0.01606	0	0	0	3.24878	2.10373	0.96256	0.73746	0.02179	0.76089	0	0.05733	0.01606	0
Healthy	1.906	0	0.0286	0	0	0	0	0	0	0	0.09184	1.906	0	0	0.12227	0.0286	0	0	0	0
Healthy	7.75505	1.32554	0.30546	0.48875	0.41337	0.00079	0.46965	0.33125	0.14595	0.12636	8.4554	7.75505	0.65777	9.48481	0.95133	0.30546	1.32554	0.41337	0.46965	0.33125
Healthy	3.3868	1.2966	0.87314	0.18872	0.1034	0	0.48069	0.19687	0.03845	0	2.2521	3.3868	1.31725	0.56701	0.5033	0.87314	1.2966	0.1034	0.48069	0.19687
Healthy	0	0	2.42854	0	4.04329	0	0.2128	0	0	0.11367	4.50627	0	0	5.337	2.07091	2.42854	0	4.04329	0.2128	0
Healthy	6.45007	0.3113	0.77463	0	0.23676	0.51013	0.0961	0.09653	0	0.03856	3.76048	6.45007	0.81331	4.86743	0.56112	0.77463	0.3113	0.23676	0.0961	0.09653
Healthy	7.70644	0.22257	0.05191	0.73078	0	0.48434	0.14841	0	0	0.13166	4.21288	7.70644	0.37401	2.11434	0.00963	0.05191	0.22257	0	0.14841	0
Healthy	6.65938	0	0.15761	0.76616	0.72366	0	0.27015	0.11567	0.0591	0.09647	1.2761	6.65938	4.84978	0.79588	1.32422	0.15761	0	0.72366	0.27015	0.11567
Healthy	6.17233	0.03561	0.02887	0.53394	0	0.62533	0.26158	0	0	0.11097	3.28081	6.17233	6.29077	3.03936	0.04591	0.02887	0.03561	0	0.26158	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	19.3163	0	0	0	0	0	0	0	0	0	0	19.3163	12.4159	0	12.8798	0	0	0	0	0
Healthy	0	0.17965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17965	0	0	0
Healthy	8.26545	0	0.28737	1.74219	2.00898	0	0.18827	0.11267	0.05667	0.08784	8.32789	8.26545	0	1.66657	2.73955	0.28737	0	2.00898	0.18827	0.11267
Healthy	0.04686	0.09009	0	0	0	0	0	0	0	0	1.49969	0.04686	0	0	0	0	0.09009	0	0	0
Healthy	0.08812	0.92484	0.02844	0	0	0.09646	0.04294	0.00441	0	0	1.08622	0.08812	0.73291	0.04393	0.06365	0.02844	0.92484	0	0.04294	0.00441
D009765	2.11069	0	0.1769	0.20662	0.12756	0	0.0252	0.16119	0.03822	0	0.12413	2.11069	2.75267	13.76688	0.60082	0.1769	0	0.12756	0.0252	0.16119
Healthy	1.32498	0.58374	0.58824	0	0.12654	0.06375	0.03522	0.05312	0.04895	0	1.3585	1.32498	1.71192	0.42298	0.45164	0.58824	0.58374	0.12654	0.03522	0.05312
Healthy	1.4848	0.52526	1.99015	0.77502	3.18603	0.7905	2.23736	4.35547	0	0.40792	19.7607	1.4848	2.81604	1.40042	0.5007	1.99015	0.52526	3.18603	2.23736	4.35547
Healthy	42.4755	0.36241	0.49133	0.43534	0.51995	0.63192	0.17854	0.13763	0.21522	0.35648	5.62646	42.4755	0.27212	1.26988	0.87617	0.49133	0.36241	0.51995	0.17854	0.13763
Healthy	4.56219	4.83101	0.08322	0.01211	0	0	0.1739	0.11577	0	0	3.13926	4.56219	5.13706	0.25048	0.19549	0.08322	4.83101	0	0.1739	0.11577
Healthy	0.73034	0.23047	0.04771	0	0	0	0	0.04577	0.02166	0	0	0.73034	0	0	0.44362	0.04771	0.23047	0	0	0.04577
Healthy	4.73247	0.15234	0.01312	0.55842	0	0.39608	0.10174	0	0	0.04584	6.83973	4.73247	1.7915	0.61575	0.13298	0.01312	0.15234	0	0.10174	0
D009765	2.88273	0.3144	0.37921	0.17633	0.26376	0.32606	0.2583	0.13897	0.0275	0.14885	2.73079	2.88273	3.33008	0.19698	0.06064	0.37921	0.3144	0.26376	0.2583	0.13897
Healthy	0	0.11564	0.74978	0	0	0	0	0	0	0	2.36202	0	0.90947	0.10482	0.13371	0.74978	0.11564	0	0	0
D009765	10.1562	1.25263	1.69152	2.03282	2.14779	1.15536	1.21422	0.82383	0.57591	0.4462	15.5681	10.1562	3.47702	3.7922	0.31963	1.69152	1.25263	2.14779	1.21422	0.82383
D009765	7.36161	0.02635	0.17773	0.06452	0.47244	1.78142	0.21167	0.19322	0.02393	0.01571	1.29394	7.36161	2.07361	3.8005	2.50147	0.17773	0.02635	0.47244	0.21167	0.19322
Healthy	0.26954	0.72767	0.27427	0.01067	0.05444	0	0.03161	0.00465	0	0.00683	0.36878	0.26954	0.54273	0	0.0074	0.27427	0.72767	0.05444	0.03161	0.00465
Healthy	13.2578	0.64423	5.62826	3.3923	1.85649	0	2.41201	1.18241	0.19388	0.12279	0.36568	13.2578	20.3895	0.75306	0.04025	5.62826	0.64423	1.85649	2.41201	1.18241
Healthy	3.28452	2.94568	0.27216	9.79017	9.68666	0	1.22769	0.67817	0.05301	0.0122	0.26027	3.28452	0.00764	0.82377	3.57177	0.27216	2.94568	9.68666	1.22769	0.67817
Healthy	0.63357	0.01038	0.22155	0.01943	0	0	0.10189	0	0	0	6.32975	0.63357	0.07249	0.46276	1.13876	0.22155	0.01038	0	0.10189	0
Healthy	10.8761	0.03323	0.0567	0.51279	0.99456	0.48586	0.39054	0.17602	0.23761	0.18552	3.62008	10.8761	0	2.58953	1.95348	0.0567	0.03323	0.99456	0.39054	0.17602
D009765	17.8489	4.24022	0.46617	0.64995	0.60304	0	2.15015	1.65621	0.00835	0.05782	5.42182	17.8489	0.00854	4.1972	0.05235	0.46617	4.24022	0.60304	2.15015	1.65621
D009765	10.2849	0	0.36482	0.2863	0.21485	0	0.14612	0.33991	0.08767	0.16653	6.76634	10.2849	0.01053	4.06524	0.10093	0.36482	0	0.21485	0.14612	0.33991
Healthy	0	0.08065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08065	0	0	0
Healthy	5.57201	0.46314	0.01693	0	0.18129	0	0.05437	0.02958	0	0.00261	4.3939	5.57201	0.82971	1.79289	0.13775	0.01693	0.46314	0.18129	0.05437	0.02958
Healthy	0.54967	4.79853	1.91553	1.0619	3.94815	2.82922	4.38813	1.58449	0.13592	1.93273	30.9399	0.54967	3.10948	0.90709	0.37898	1.91553	4.79853	3.94815	4.38813	1.58449
Healthy	0.00417	0.06135	0.31096	0	0	0	0.00326	0	0	0	3.08489	0.00417	0	0	0.06744	0.31096	0.06135	0	0.00326	0
Healthy	0.16689	0.0362	0.45578	0	0.00428	0	0	0.01187	0	0	4.33798	0.16689	0.62477	0.32263	0.42416	0.45578	0.0362	0.00428	0	0.01187
D009765	0.32033	0	0.11963	0.36183	0.33331	0	0.05838	0.09787	0	0	0.29609	0.32033	4.55541	2.05539	2.54223	0.11963	0	0.33331	0.05838	0.09787
Healthy	6.83565	1.97075	1.13069	0.1011	0	0	2.29163	0.35522	0	0.01334	14.4566	6.83565	10.4054	5.97341	0.24563	1.13069	1.97075	0	2.29163	0.35522
Healthy	0	0	6.0913	0	0.00757	0	0.05107	0.06577	0	0	3.4486	0	0.80578	0	0.01883	6.0913	0	0.00757	0.05107	0.06577
Healthy	0.33972	4.58264	0.97451	1.92036	1.02935	0	0.95335	0.87126	0.07432	0.35285	1.31603	0.33972	3.87034	0.41858	0.16924	0.97451	4.58264	1.02935	0.95335	0.87126
Healthy	1.233	0.17187	0.05411	0.0018	0	0	0.00497	0	0	0.00149	1.62206	1.233	1.9026	0.16557	0.15785	0.05411	0.17187	0	0.00497	0
D009765	5.7049	5.46144	2.15983	0.59791	0.76268	0	0.89239	0.78635	0	0	11.2163	5.7049	4.56873	2.17042	0.5943	2.15983	5.46144	0.76268	0.89239	0.78635
Healthy	3.51116	1.45726	0.96909	0.1858	0.09831	0	0.3686	0.17068	0.02389	0	2.51813	3.51116	1.28895	0.6115	0.09334	0.96909	1.45726	0.09831	0.3686	0.17068
Healthy	22.9942	0.75728	1.13489	2.17209	1.49019	0	0.37789	0.09577	0.07349	0.08213	5.87519	22.9942	6.30459	1.6776	1.85324	1.13489	0.75728	1.49019	0.37789	0.09577
Healthy	5.3832	0.31141	0.22676	0.27252	0.4328	0	0.34912	0.15493	0.18239	0.13415	5.62901	5.3832	0.03789	3.41722	0.77817	0.22676	0.31141	0.4328	0.34912	0.15493
D009765	19.7094	9.0412	5.53784	13.2069	5.28608	0.31242	1.79236	1.94711	2.30449	0	9.19634	19.7094	8.32536	2.45975	1.37298	5.53784	9.0412	5.28608	1.79236	1.94711
D009765	16.6788	0.24021	0.29466	0.34652	0.57769	0.46817	0.28991	0.21982	0.06009	0.11644	8.02091	16.6788	4.03105	9.36769	1.52073	0.29466	0.24021	0.57769	0.28991	0.21982
